year,city,country,contestant,song,event,points,place
2007,Helsinki,The Netherlands,Edsilia Rombley,On Top Of The World,Semi-Final,38,21
2007,Helsinki,Switzerland,DJ BoBo,Vampires Are Alive,Semi-Final,40,20
2007,Helsinki,Denmark,DQ,Drama Queen,Semi-Final,45,19
2007,Helsinki,Norway,Guri Schanke,Ven A Bailar Conmigo,Semi-Final,48,18
2007,Helsinki,Albania,Aida & Frederik Ndoci,Hear My Plea,Semi-Final,49,17
2007,Helsinki,Croatia,Dragonfly feat. Dado Topic,Vjerujem U Ljubav,Semi-Final,54,16
2007,Helsinki,Cyprus,Evridiki,"Comme Ci, Comme ça",Semi-Final,65,15
2007,Helsinki,Poland,The Jet Set,Time To Party,Semi-Final,75,14
2007,Helsinki,Iceland,Eiríkur Hauksson,Valentine Lost,Semi-Final,77,13
2007,Helsinki,Andorra,Anonymous,Salvem El Món,Semi-Final,80,12
2007,Helsinki,Portugal,Sabrina,Dança Comigo (vem Ser Feliz),Semi-Final,88,11
2007,Helsinki,Moldova,Natalia Barbu,Fight,Semi-Final,91,10
2007,Helsinki,North Macedonia,Karolina,Mojot Svet,Semi-Final,97,9
2007,Helsinki,Georgia,Sopho,Visionary Dream,Semi-Final,123,8
2007,Helsinki,Slovenia,Alenka Gotar,Cvet Z Juga,Semi-Final,140,7
2007,Helsinki,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Water,Semi-Final,146,6
2007,Helsinki,Latvia,Bonaparti.lv,Questa Notte,Semi-Final,168,5
2007,Helsinki,Belarus,Dmitry Koldun,Work Your Magic,Semi-Final,176,4
2007,Helsinki,Turkey,Kenan Dogulu,Shake It Up Shekerim,Semi-Final,197,3
2007,Helsinki,Hungary,Magdi Rúzsa,Unsubstantial Blues,Semi-Final,224,2
2007,Helsinki,Serbia,Marija Šerifović,Molitva,Semi-Final,298,1
2007,Helsinki,Ireland,Dervish,They Can't Stop The Spring,Final,5,24
2007,Helsinki,France,Les Fatals Picards,L'amour à La Française,Final,19,22
2007,Helsinki,United Kingdom,Scooch,Flying The Flag (for You),Final,19,22
2007,Helsinki,Lithuania,4Fun,Love Or Leave,Final,28,21
2007,Helsinki,Spain,NASH,I Love You Mi Vida,Final,43,20
2007,Helsinki,Germany,Roger Cicero,Frauen Regieren Die Welt,Final,49,19
2007,Helsinki,Sweden,The Ark,The Worrying Kind,Final,51,18
2007,Helsinki,Finland,Hanna Pakarinen,Leave Me Alone,Final,53,17
2007,Helsinki,Latvia,Bonaparti.lv,Questa Notte,Final,54,16
2007,Helsinki,Slovenia,Alenka Gotar,Cvet Z Juga,Final,66,15
2007,Helsinki,North Macedonia,Karolina,Mojot Svet,Final,73,14
2007,Helsinki,Romania,Todomondo,"Liubi, Liubi, I Love You",Final,84,13
2007,Helsinki,Georgia,Sopho,Visionary Dream,Final,97,12
2007,Helsinki,Bosnia & Herzegovina,Marija Sestic,Rijeka Bez Imena,Final,106,11
2007,Helsinki,Moldova,Natalia Barbu,Fight,Final,109,10
2007,Helsinki,Hungary,Magdi Rúzsa,Unsubstantial Blues,Final,128,9
2007,Helsinki,Armenia,Hayko,Anytime You Need,Final,138,8
2007,Helsinki,Greece,Sarbel,Yassou Maria,Final,139,7
2007,Helsinki,Belarus,Dmitry Koldun,Work Your Magic,Final,145,6
2007,Helsinki,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Water,Final,157,5
2007,Helsinki,Turkey,Kenan Dogulu,Shake It Up Shekerim,Final,163,4
2007,Helsinki,Russia,Serebro,Song # 1,Final,207,3
2007,Helsinki,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,Final,235,2
2007,Helsinki,Serbia,Marija Šerifović,Molitva,Final,268,1
2008,Belgrade,San Marino,Miodio,Complice,First Semi-Final,5,19
2008,Belgrade,Estonia,Kreisiraadio,Leto Svet,First Semi-Final,8,18
2008,Belgrade,Belgium,Ishtar,O Julissi,First Semi-Final,16,17
2008,Belgrade,Andorra,Gisela,Casanova,First Semi-Final,22,16
2008,Belgrade,Ireland,Dustin the Turkey,Irelande Douze Pointe,First Semi-Final,22,15
2008,Belgrade,Montenegro,Stefan Filipović,Zauvijek Volim Te,First Semi-Final,23,14
2008,Belgrade,The Netherlands,Hind,Your Heart Belongs To Me,First Semi-Final,27,13
2008,Belgrade,Moldova,Geta Burlacu,A Century Of Love,First Semi-Final,36,12
2008,Belgrade,Slovenia,Rebeka Dremelj,Vrag Naj Vzame,First Semi-Final,36,11
2008,Belgrade,Poland,Isis Gee,For Life,First Semi-Final,42,10
2008,Belgrade,Bosnia & Herzegovina,Laka,Pokušaj,First Semi-Final,72,9
2008,Belgrade,Finland,Teräsbetoni,Missä Miehet Ratsastaa,First Semi-Final,79,8
2008,Belgrade,Romania,Nico & Vlad,Pe-o Margine De Lume,First Semi-Final,94,7
2008,Belgrade,Azerbaijan,Elnur & Samir,Day After Day,First Semi-Final,96,6
2008,Belgrade,Israel,Boaz,The Fire In Your Eyes,First Semi-Final,104,5
2008,Belgrade,Norway,Maria,Hold On Be Strong,First Semi-Final,106,4
2008,Belgrade,Russia,Dima Bilan,Believe,First Semi-Final,135,3
2008,Belgrade,Armenia,Sirusho,"Qele, Qele",First Semi-Final,139,2
2008,Belgrade,Greece,Kalomira,Secret Combination,First Semi-Final,156,1
2008,Belgrade,Hungary,Csézy,Candlelight,Second Semi-Final,6,19
2008,Belgrade,Czech Republic,Tereza Kerndlová,Have Some Fun,Second Semi-Final,9,18
2008,Belgrade,Belarus,Ruslan Alehno,Hasta La Vista,Second Semi-Final,27,17
2008,Belgrade,Lithuania,Jeronimas Milius,Nomads In The Night,Second Semi-Final,30,16
2008,Belgrade,Cyprus,Evdokia Kadi,Femme Fatale,Second Semi-Final,36,15
2008,Belgrade,Malta,Morena,Vodka,Second Semi-Final,38,14
2008,Belgrade,Switzerland,Paolo Meneguzzi,Era Stupendo,Second Semi-Final,47,13
2008,Belgrade,Bulgaria,Deep Zone & Balthazar,"DJ, Take Me Away",Second Semi-Final,56,12
2008,Belgrade,North Macedonia,"Tamara, Vrčak & Adrijan",Let Me Love You,Second Semi-Final,64,11
2008,Belgrade,Sweden,Charlotte Perrelli,Hero,Second Semi-Final,54,10
2008,Belgrade,Albania,Olta Boka,Zemrën E Lamë Peng,Second Semi-Final,67,9
2008,Belgrade,Iceland,Euroband,This Is My Life,Second Semi-Final,68,8
2008,Belgrade,Turkey,Mor ve Ötesi,Deli,Second Semi-Final,85,7
2008,Belgrade,Latvia,Pirates Of The Sea,Wolves Of The Sea,Second Semi-Final,86,6
2008,Belgrade,Georgia,Diana Gurtskaya,Peace Will Come,Second Semi-Final,107,5
2008,Belgrade,Croatia,Kraljevi Ulice & 75 Cents,Romanca,Second Semi-Final,112,4
2008,Belgrade,Denmark,Simon Mathew,All Night Long,Second Semi-Final,112,3
2008,Belgrade,Portugal,Vânia Fernandes,Senhora Do Mar (Negras Águas),Second Semi-Final,120,2
2008,Belgrade,Ukraine,Ani Lorak,Shady Lady,Second Semi-Final,152,1
2008,Belgrade,United Kingdom,Andy Abraham,Even If,Final,14,25
2008,Belgrade,Poland,Isis Gee,For Life,Final,14,24
2008,Belgrade,Germany,No Angels,Disappear,Final,14,23
2008,Belgrade,Finland,Teräsbetoni,Missä Miehet Ratsastaa,Final,35,22
2008,Belgrade,Croatia,Kraljevi Ulice & 75 Cents,Romanca,Final,44,21
2008,Belgrade,Romania,Nico & Vlad,Pe-o Margine De Lume,Final,45,20
2008,Belgrade,France,Sébastien Tellier,Divine,Final,47,19
2008,Belgrade,Sweden,Charlotte Perrelli,Hero,Final,47,18
2008,Belgrade,Albania,Olta Boka,Zemrën E Lamë Peng,Final,55,17
2008,Belgrade,Spain,Rodolfo Chikilicuatre,Baila El Chiki Chiki,Final,55,16
2008,Belgrade,Denmark,Simon Mathew,All Night Long,Final,60,15
2008,Belgrade,Iceland,Euroband,This Is My Life,Final,64,14
2008,Belgrade,Portugal,Vânia Fernandes,Senhora Do Mar (Negras Águas),Final,69,13
2008,Belgrade,Latvia,Pirates Of The Sea,Wolves Of The Sea,Final,83,12
2008,Belgrade,Georgia,Diana Gurtskaya,Peace Will Come,Final,83,11
2008,Belgrade,Bosnia & Herzegovina,Laka,Pokušaj,Final,110,10
2008,Belgrade,Israel,Boaz,The Fire In Your Eyes,Final,124,9
2008,Belgrade,Azerbaijan,Elnur & Samir,Day After Day,Final,132,8
2008,Belgrade,Turkey,Mor ve Ötesi,Deli,Final,138,7
2008,Belgrade,Serbia,Jelena Tomašević feat. Bora Dugic,Oro,Final,160,6
2008,Belgrade,Norway,Maria,Hold On Be Strong,Final,182,5
2008,Belgrade,Armenia,Sirusho,"Qele, Qele",Final,199,4
2008,Belgrade,Greece,Kalomira,Secret Combination,Final,218,3
2008,Belgrade,Ukraine,Ani Lorak,Shady Lady,Final,230,2
2008,Belgrade,Russia,Dima Bilan,Believe,Final,272,1
2009,Moscow,Czech Republic,Gipsy.cz,Aven Romale,First Semi-Final,0,18
2009,Moscow,Belgium,Copycat,Copycat,First Semi-Final,1,17
2009,Moscow,Bulgaria,Krassimir Avramov,Illusion,First Semi-Final,7,16
2009,Moscow,Andorra,Susanne Georgi,La Teva Decisió (Get A Life),First Semi-Final,8,15
2009,Moscow,Switzerland,Lovebugs,The Highest Heights,First Semi-Final,15,14
2009,Moscow,Belarus,Petr Elfimov,Eyes That Never Lie,First Semi-Final,25,13
2009,Moscow,Finland,Waldo's People,Lose Control,First Semi-Final,42,12
2009,Moscow,Montenegro,Andrea Demirovic,Just Get Out of My Life,First Semi-Final,44,11
2009,Moscow,North Macedonia,Next Time,Neshto Shto Ke Ostane,First Semi-Final,45,10
2009,Moscow,Romania,Elena,The Balkan Girls,First Semi-Final,67,9
2009,Moscow,Portugal,Flor-de-lis,Todas As Ruas Do Amor,First Semi-Final,70,8
2009,Moscow,Israel,Noa & Mira Awad,There Must Be Another Way,First Semi-Final,75,7
2009,Moscow,Malta,Chiara,What If We,First Semi-Final,86,6
2009,Moscow,Armenia,Inga & Anush,Jan Jan,First Semi-Final,99,5
2009,Moscow,Sweden,Malena Ernman,La Voix,First Semi-Final,105,4
2009,Moscow,Bosnia & Herzegovina,Regina,Bistra Voda,First Semi-Final,125,3
2009,Moscow,Turkey,Hadise,Düm Tek Tek,First Semi-Final,172,2
2009,Moscow,Iceland,Yohanna,Is It True?,First Semi-Final,174,1
2009,Moscow,Latvia,Intars Busulis,Probka,Second Semi-Final,7,19
2009,Moscow,Slovakia,Kamil Mikulčík & Nela Pocisková,Leť Tmou,Second Semi-Final,8,18
2009,Moscow,The Netherlands,The Toppers,Shine,Second Semi-Final,11,17
2009,Moscow,Slovenia,Quartissimo feat. Martina,Love Symphony,Second Semi-Final,14,16
2009,Moscow,Hungary,Zoli Ádok,Dance With Me,Second Semi-Final,16,15
2009,Moscow,Cyprus,Christina Metaxa,Firefly,Second Semi-Final,32,14
2009,Moscow,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,Second Semi-Final,33,13
2009,Moscow,Poland,Lidia Kopania,I Don't Wanna Leave,Second Semi-Final,43,12
2009,Moscow,Ireland,Sinéad Mulvey & Black Daisy,Et Cetera,Second Semi-Final,52,11
2009,Moscow,Serbia,Marko Kon & Milaan,Cipela,Second Semi-Final,60,10
2009,Moscow,Lithuania,Sasha Son,Love,Second Semi-Final,66,9
2009,Moscow,Denmark,Brinck,Believe Again,Second Semi-Final,69,8
2009,Moscow,Albania,Kejsi Tola,Carry Me In Your Dreams,Second Semi-Final,73,7
2009,Moscow,Ukraine,Svetlana Loboda,Be my Valentine! (Anti-crisis Girl),Second Semi-Final,80,6
2009,Moscow,Moldova,Nelly Ciobanu,Hora Din Moldova,Second Semi-Final,106,5
2009,Moscow,Greece,Sakis Rouvas,This Is Our Night,Second Semi-Final,110,4
2009,Moscow,Estonia,Urban Symphony,Rändajad,Second Semi-Final,115,3
2009,Moscow,Azerbaijan,AySel & Arash,Always,Second Semi-Final,180,2
2009,Moscow,Norway,Alexander Rybak,Fairytale,Second Semi-Final,201,1
2009,Moscow,Finland,Waldo's People,Lose Control,Final,22,25
2009,Moscow,Spain,Soraya,La Noche Es Para Mí (The Night Is For Me),Final,23,24
2009,Moscow,Lithuania,Sasha Son,Love,Final,23,23
2009,Moscow,Malta,Chiara,What If We,Final,31,22
2009,Moscow,Sweden,Malena Ernman,La Voix,Final,33,21
2009,Moscow,Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,Final,35,20
2009,Moscow,Romania,Elena,The Balkan Girls,Final,40,19
2009,Moscow,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,Final,45,18
2009,Moscow,Albania,Kejsi Tola,Carry Me In Your Dreams,Final,48,17
2009,Moscow,Israel,Noa & Mira Awad,There Must Be Another Way,Final,53,16
2009,Moscow,Portugal,Flor-de-lis,Todas As Ruas Do Amor,Final,57,15
2009,Moscow,Moldova,Nelly Ciobanu,Hora Din Moldova,Final,69,14
2009,Moscow,Denmark,Brinck,Believe Again,Final,74,13
2009,Moscow,Ukraine,Svetlana Loboda,Be my Valentine! (Anti-crisis Girl),Final,76,12
2009,Moscow,Russia,Anastasia Prikhodko,Mamo,Final,91,11
2009,Moscow,Armenia,Inga & Anush,Jan Jan,Final,92,10
2009,Moscow,Bosnia & Herzegovina,Regina,Bistra Voda,Final,106,9
2009,Moscow,France,Patricia Kaas,Et S'il Fallait Le Faire,Final,107,8
2009,Moscow,Greece,Sakis Rouvas,This Is Our Night,Final,120,7
2009,Moscow,Estonia,Urban Symphony,Rändajad,Final,129,6
2009,Moscow,United Kingdom,Jade Ewen,It's My Time,Final,173,5
2009,Moscow,Turkey,Hadise,Düm Tek Tek,Final,177,4
2009,Moscow,Azerbaijan,AySel & Arash,Always,Final,207,3
2009,Moscow,Iceland,Yohanna,Is It True?,Final,218,2
2009,Moscow,Norway,Alexander Rybak,Fairytale,Final,387,1
2010,Oslo,Latvia,Aisha,What For?,First Semi-Final,11,17
2010,Oslo,Slovakia,Kristina Pelakova,Horehronie,First Semi-Final,24,16
2010,Oslo,North Macedonia,Gjoko Taneski,Jas Ja Imam Silata,First Semi-Final,37,15
2010,Oslo,Estonia,Malcolm Lincoln,Siren,First Semi-Final,39,14
2010,Oslo,Poland,Marcin Mroziński,Legenda,First Semi-Final,44,13
2010,Oslo,Malta,Thea Garrett,My Dream,First Semi-Final,45,12
2010,Oslo,Finland,Kuunkuiskaajat,Työlki Ellää,First Semi-Final,49,11
2010,Oslo,Moldova,Sunstroke Project & Olia Tira,Run Away,First Semi-Final,52,10
2010,Oslo,Belarus,3+2,Butterflies,First Semi-Final,59,9
2010,Oslo,Bosnia & Herzegovina,Vukašin Brajić,Thunder And Lightning,First Semi-Final,59,8
2010,Oslo,Russia,Peter Nalitch & Friends,Lost And Forgotten,First Semi-Final,74,7
2010,Oslo,Albania,Juliana Pasha,It's All About You,First Semi-Final,76,6
2010,Oslo,Serbia,Milan Stanković,Ovo Je Balkan,First Semi-Final,79,5
2010,Oslo,Portugal,Filipa Azevedo,Há Dias Assim,First Semi-Final,89,4
2010,Oslo,Iceland,Hera Björk,Je Ne Sais Quoi,First Semi-Final,123,3
2010,Oslo,Greece,Giorgos Alkaios & Friends,OPA,First Semi-Final,133,2
2010,Oslo,Belgium,Tom Dice,Me And My Guitar,First Semi-Final,167,1
2010,Oslo,Switzerland,Michael von der Heide,Il Pleut de L'Or,Second Semi-Final,2,17
2010,Oslo,Slovenia,Ansambel Žlindra & Kalamari,Narodnozabavni Rock,Second Semi-Final,6,16
2010,Oslo,Bulgaria,Miro,Angel Si Ti,Second Semi-Final,19,15
2010,Oslo,The Netherlands,Sieneke,Ik Ben Verliefd (Sha-la-lie),Second Semi-Final,29,14
2010,Oslo,Croatia,Feminnem,Lako Je Sve,Second Semi-Final,33,13
2010,Oslo,Lithuania,InCulto,Eastern European Funk,Second Semi-Final,44,12
2010,Oslo,Sweden,Anna Bergendahl,This Is My Life,Second Semi-Final,62,11
2010,Oslo,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,Second Semi-Final,67,10
2010,Oslo,Ireland,Niamh Kavanagh,It's For You,Second Semi-Final,67,9
2010,Oslo,Israel,Harel Skaat,Milim,Second Semi-Final,71,8
2010,Oslo,Ukraine,Alyosha,Sweet People,Second Semi-Final,77,7
2010,Oslo,Armenia,Eva Rivas,Apricot Stone,Second Semi-Final,83,6
2010,Oslo,Denmark,Chanée & N'evergreen,In A Moment Like This,Second Semi-Final,101,5
2010,Oslo,Romania,Paula Seling & Ovi,Playing With Fire,Second Semi-Final,104,4
2010,Oslo,Georgia,Sofia Nizharadze,Shine,Second Semi-Final,106,3
2010,Oslo,Azerbaijan,Safura,Drip Drop,Second Semi-Final,113,2
2010,Oslo,Turkey,maNga,We Could Be The Same,Second Semi-Final,118,1
2010,Oslo,United Kingdom,Josh,That Sounds Good To Me,Final,10,25
2010,Oslo,Belarus,3+2,Butterflies,Final,18,24
2010,Oslo,Ireland,Niamh Kavanagh,It's For You,Final,25,23
2010,Oslo,Moldova,Sunstroke Project & Olia Tira,Run Away,Final,27,22
2010,Oslo,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,Final,27,21
2010,Oslo,Norway,Didrik Solli-Tangen,My Heart Is Yours,Final,35,20
2010,Oslo,Iceland,Hera Björk,Je Ne Sais Quoi,Final,41,19
2010,Oslo,Portugal,Filipa Azevedo,Há Dias Assim,Final,43,18
2010,Oslo,Bosnia & Herzegovina,Vukašin Brajić,Thunder And Lightning,Final,51,17
2010,Oslo,Albania,Juliana Pasha,It's All About You,Final,62,16
2010,Oslo,Spain,Daniel Diges,Algo Pequeñito (Something Tiny),Final,68,15
2010,Oslo,Israel,Harel Skaat,Milim,Final,71,14
2010,Oslo,Serbia,Milan Stanković,Ovo Je Balkan,Final,72,13
2010,Oslo,France,Jessy Matador,Allez Ola Olé,Final,82,12
2010,Oslo,Russia,Peter Nalitch & Friends,Lost And Forgotten,Final,90,11
2010,Oslo,Ukraine,Alyosha,Sweet People,Final,108,10
2010,Oslo,Georgia,Sofia Nizharadze,Shine,Final,136,9
2010,Oslo,Greece,Giorgos Alkaios & Friends,OPA,Final,140,8
2010,Oslo,Armenia,Eva Rivas,Apricot Stone,Final,141,7
2010,Oslo,Belgium,Tom Dice,Me And My Guitar,Final,143,6
2010,Oslo,Azerbaijan,Safura,Drip Drop,Final,145,5
2010,Oslo,Denmark,Chanée & N'evergreen,In A Moment Like This,Final,149,4
2010,Oslo,Romania,Paula Seling & Ovi,Playing With Fire,Final,162,3
2010,Oslo,Turkey,maNga,We Could Be The Same,Final,170,2
2010,Oslo,Germany,Lena,Satellite,Final,246,1
2011,Düsseldorf,Poland,Magdalena Tul,Jestem,First Semi-Final,18,19
2011,Düsseldorf,Portugal,Homens Da Luta,Luta É Alegria,First Semi-Final,22,18
2011,Düsseldorf,Norway,Stella Mwangi,Haba Haba,First Semi-Final,30,17
2011,Düsseldorf,San Marino,Senit,Stand By,First Semi-Final,34,16
2011,Düsseldorf,Croatia,Daria,Celebrate,First Semi-Final,41,15
2011,Düsseldorf,Albania,Aurela Gaçe,Feel The Passion,First Semi-Final,47,14
2011,Düsseldorf,Turkey,Yüksek Sadakat,Live It Up,First Semi-Final,47,13
2011,Düsseldorf,Armenia,Emmy,Boom Boom,First Semi-Final,54,12
2011,Düsseldorf,Malta,Glen Vella,One Life,First Semi-Final,54,11
2011,Düsseldorf,Switzerland,Anna Rossinelli,In Love For A While,First Semi-Final,55,10
2011,Düsseldorf,Russia,Alexej Vorobjov,Get You,First Semi-Final,64,9
2011,Düsseldorf,Serbia,Nina,Čaroban,First Semi-Final,67,8
2011,Düsseldorf,Hungary,Kati Wolf,What About My Dreams?,First Semi-Final,72,7
2011,Düsseldorf,Georgia,Eldrine,One More Day,First Semi-Final,74,6
2011,Düsseldorf,Lithuania,Evelina Sašenko,C'est Ma Vie,First Semi-Final,81,5
2011,Düsseldorf,Iceland,Sjonni's Friends,Coming Home,First Semi-Final,100,4
2011,Düsseldorf,Finland,Paradise Oskar,Da Da Dam,First Semi-Final,103,3
2011,Düsseldorf,Azerbaijan,Ell/Nikki,Running Scared,First Semi-Final,122,2
2011,Düsseldorf,Greece,Loucas Yiorkas feat. Stereo Mike,Watch My Dance,First Semi-Final,133,1
2011,Düsseldorf,The Netherlands,3JS,Never Alone,Second Semi-Final,13,19
2011,Düsseldorf,Cyprus,Christos Mylordos,San Aggelos S’Agapisa,Second Semi-Final,16,18
2011,Düsseldorf,Latvia,Musiqq,Angel In Disguise,Second Semi-Final,25,17
2011,Düsseldorf,North Macedonia,Vlatko Ilievski,Rusinka,Second Semi-Final,36,16
2011,Düsseldorf,Israel,Dana International,Ding Dong,Second Semi-Final,38,15
2011,Düsseldorf,Belarus,Anastasiya Vinnikova,I Love Belarus,Second Semi-Final,45,14
2011,Düsseldorf,Slovakia,TWiiNS,I'm Still Alive,Second Semi-Final,48,13
2011,Düsseldorf,Bulgaria,Poli Genova,Na Inat,Second Semi-Final,48,12
2011,Düsseldorf,Belgium,Witloof Bay,With Love Baby,Second Semi-Final,53,11
2011,Düsseldorf,Moldova,Zdob și Zdub,So Lucky,Second Semi-Final,54,10
2011,Düsseldorf,Estonia,Getter Jaani,Rockefeller Street,Second Semi-Final,60,9
2011,Düsseldorf,Ireland,Jedward,Lipstick,Second Semi-Final,68,8
2011,Düsseldorf,Austria,Nadine Beiler,The Secret Is Love,Second Semi-Final,69,7
2011,Düsseldorf,Ukraine,Mika Newton,Angel,Second Semi-Final,81,6
2011,Düsseldorf,Bosnia & Herzegovina,Dino Merlin,Love In Rewind,Second Semi-Final,109,5
2011,Düsseldorf,Romania,Hotel FM,Change,Second Semi-Final,111,4
2011,Düsseldorf,Slovenia,Maja Keuc,No One,Second Semi-Final,112,3
2011,Düsseldorf,Denmark,A Friend In London,New Tomorrow,Second Semi-Final,135,2
2011,Düsseldorf,Sweden,Eric Saade,Popular,Second Semi-Final,155,1
2011,Düsseldorf,Switzerland,Anna Rossinelli,In Love For A While,Final,19,25
2011,Düsseldorf,Estonia,Getter Jaani,Rockefeller Street,Final,44,24
2011,Düsseldorf,Spain,Lucía Pérez,Que Me Quiten Lo Bailao - They Can't Take The Fun Away From Me,Final,50,23
2011,Düsseldorf,Hungary,Kati Wolf,What About My Dreams?,Final,53,22
2011,Düsseldorf,Finland,Paradise Oskar,Da Da Dam,Final,57,21
2011,Düsseldorf,Iceland,Sjonni's Friends,Coming Home,Final,61,20
2011,Düsseldorf,Lithuania,Evelina Sašenko,C'est Ma Vie,Final,63,19
2011,Düsseldorf,Austria,Nadine Beiler,The Secret Is Love,Final,64,18
2011,Düsseldorf,Romania,Hotel FM,Change,Final,77,17
2011,Düsseldorf,Russia,Alexej Vorobjov,Get You,Final,77,16
2011,Düsseldorf,France,Amaury Vassili,Sognu,Final,82,15
2011,Düsseldorf,Serbia,Nina,Čaroban,Final,85,14
2011,Düsseldorf,Slovenia,Maja Keuc,No One,Final,96,13
2011,Düsseldorf,Moldova,Zdob și Zdub,So Lucky,Final,97,12
2011,Düsseldorf,United Kingdom,Blue,I Can,Final,100,11
2011,Düsseldorf,Germany,Lena,Taken By A Stranger,Final,107,10
2011,Düsseldorf,Georgia,Eldrine,One More Day,Final,110,9
2011,Düsseldorf,Ireland,Jedward,Lipstick,Final,119,8
2011,Düsseldorf,Greece,Loucas Yiorkas feat. Stereo Mike,Watch My Dance,Final,120,7
2011,Düsseldorf,Bosnia & Herzegovina,Dino Merlin,Love In Rewind,Final,125,6
2011,Düsseldorf,Denmark,A Friend In London,New Tomorrow,Final,134,5
2011,Düsseldorf,Ukraine,Mika Newton,Angel,Final,159,4
2011,Düsseldorf,Sweden,Eric Saade,Popular,Final,185,3
2011,Düsseldorf,Italy,Raphael Gualazzi,Madness Of Love,Final,189,2
2011,Düsseldorf,Azerbaijan,Ell/Nikki,Running Scared,Final,221,1
2012,Baku,Austria,Trackshittaz,Woki Mit Deim Popo,First Semi-Final,8,18
2012,Baku,Belgium,Iris,Would You?,First Semi-Final,16,17
2012,Baku,Latvia,Anmary,Beautiful Song,First Semi-Final,17,16
2012,Baku,Montenegro,Rambo Amadeus,Euro Neuro,First Semi-Final,20,15
2012,Baku,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),First Semi-Final,31,14
2012,Baku,Israel,Izabo,Time,First Semi-Final,33,13
2012,Baku,Finland,Pernilla,När Jag Blundar,First Semi-Final,41,12
2012,Baku,Switzerland,Sinplus,Unbreakable,First Semi-Final,45,11
2012,Baku,Hungary,Compact Disco,Sound Of Our Hearts,First Semi-Final,52,10
2012,Baku,Denmark,Soluna Samay,Should've Known Better,First Semi-Final,63,9
2012,Baku,Iceland,Greta Salóme & Jónsi,Never Forget,First Semi-Final,75,8
2012,Baku,Cyprus,Ivi Adamou,La La Love,First Semi-Final,91,7
2012,Baku,Ireland,Jedward,Waterline,First Semi-Final,92,6
2012,Baku,Moldova,Pasha Parfeny,Lăutar,First Semi-Final,100,5
2012,Baku,Greece,Eleftheria Eleftheriou,Aphrodisiac,First Semi-Final,116,4
2012,Baku,Romania,Mandinga,Zaleilah,First Semi-Final,120,3
2012,Baku,Albania,Rona Nishliu,Suus,First Semi-Final,146,2
2012,Baku,Russia,Buranovskiye Babushki,Party For Everybody,First Semi-Final,152,1
2012,Baku,Slovakia,Max Jason Mai,Don't Close Your Eyes,Second Semi-Final,22,18
2012,Baku,Slovenia,Eva Boto,Verjamem,Second Semi-Final,31,17
2012,Baku,Belarus,Litesound,We Are The Heroes,Second Semi-Final,35,16
2012,Baku,The Netherlands,Joan Franka,You And Me,Second Semi-Final,35,15
2012,Baku,Georgia,Anri Jokhadze,I'm A Joker,Second Semi-Final,36,14
2012,Baku,Portugal,Filipa Sousa,Vida Minha,Second Semi-Final,39,13
2012,Baku,Croatia,Nina Badrić,Nebo,Second Semi-Final,42,12
2012,Baku,Bulgaria,Sofi Marinova,Love Unlimited,Second Semi-Final,45,11
2012,Baku,Norway,Tooji,Stay,Second Semi-Final,45,10
2012,Baku,North Macedonia,Kaliopi,Crno I Belo,Second Semi-Final,53,9
2012,Baku,Ukraine,Gaitana,Be My Guest,Second Semi-Final,64,8
2012,Baku,Malta,Kurt Calleja,This Is The Night,Second Semi-Final,70,7
2012,Baku,Bosnia & Herzegovina,Maya Sar,Korake Ti Znam,Second Semi-Final,77,6
2012,Baku,Turkey,Can Bonomo,Love Me Back,Second Semi-Final,80,5
2012,Baku,Estonia,Ott Lepland,Kuula,Second Semi-Final,100,4
2012,Baku,Lithuania,Donny Montell,Love Is Blind,Second Semi-Final,104,3
2012,Baku,Serbia,Željko Joksimović,Nije Ljubav Stvar,Second Semi-Final,159,2
2012,Baku,Sweden,Loreen,Euphoria,Second Semi-Final,181,1
2012,Baku,Norway,Tooji,Stay,Final,7,26
2012,Baku,United Kingdom,Engelbert Humperdinck,Love Will Set You Free,Final,12,25
2012,Baku,Hungary,Compact Disco,Sound Of Our Hearts,Final,19,24
2012,Baku,Denmark,Soluna Samay,Should've Known Better,Final,21,23
2012,Baku,France,Anggun,Echo (You And I),Final,21,22
2012,Baku,Malta,Kurt Calleja,This Is The Night,Final,41,21
2012,Baku,Iceland,Greta Salóme & Jónsi,Never Forget,Final,46,20
2012,Baku,Ireland,Jedward,Waterline,Final,46,19
2012,Baku,Bosnia & Herzegovina,Maya Sar,Korake Ti Znam,Final,55,18
2012,Baku,Greece,Eleftheria Eleftheriou,Aphrodisiac,Final,64,17
2012,Baku,Cyprus,Ivi Adamou,La La Love,Final,65,16
2012,Baku,Ukraine,Gaitana,Be My Guest,Final,65,15
2012,Baku,Lithuania,Donny Montell,Love Is Blind,Final,70,14
